Vehicle,Manufacturer,Model,Transmission Type,CC,Year,Car Age,Usage Origin,Price,Price Range
Volkswagen Golf Variant 1.4L,Volkswagen,Golf Variant 1.4L,Automatic,1400.0,2016,8,Foreign Used,2099999.0,2M-3M
Toyota Harrier / Modellista Bodykit,Toyota,Harrier / Modellista Bodykit,Automatic,2000.0,2015,9,Kenyan Used,3199999.0,3M-5M
Mazda Atenza 2.5L,Mazda,Atenza 2.5L,Automatic,2500.0,2016,8,Foreign Used,2249999.0,2M-3M
Mazda Cx-5 2.2D Awd,Mazda,Cx-5 2.2D Awd,Automatic,2200.0,2017,7,Foreign Used,3649999.0,3M-5M
Nissan Note,Nissan,Note,Automatic,1200.0,2014,10,Kenyan Used,859999.0,500k-1M
Nissan Serena,Nissan,Serena,Automatic,2000.0,2016,8,Foreign Used,1679999.0,1M-2M
Nissan Latio,Nissan,Latio,Automatic,1200.0,2015,9,Kenyan Used,999999.0,500k-1M
Mazda Cx-3 1.5D,Mazda,Cx-3 1.5D,Automatic,1500.0,2016,8,Kenyan Used,1869999.0,1M-2M
Toyota Harrier,Toyota,Harrier,Automatic,2400.0,2007,17,Kenyan Used,1349999.0,1M-2M
Toyota Harrier,Toyota,Harrier,Automatic,2400.0,2009,15,Kenyan Used,1549999.0,1M-2M
Mazda Cx-5 2.2D,Mazda,Cx-5 2.2D,Automatic,2200.0,2017,7,Foreign Used,3499999.0,3M-5M
Audi Q5 2.0T Quattro S-Line,Audi,Q5 2.0T Quattro S-Line,Automatic,2000.0,2016,8,Foreign Used,4299999.0,3M-5M
Suzuki Alto,Suzuki,Alto,Automatic,660.0,2015,9,Kenyan Used,529999.0,500k-1M
"Bmw X1 Sdrive18I M- Sport ""F48"" / Panoramic Sunroof",Bmw,"X1 Sdrive18I M- Sport ""F48"" / Panoramic Sunroof",Automatic,1500.0,2016,8,Foreign Used,3549999.0,3M-5M
Toyota Vitz,Toyota,Vitz,Automatic,1300.0,2010,14,Kenyan Used,619999.0,500k-1M
Nissan Note Dig-S,Nissan,Note Dig-S,Automatic,1200.0,2013,11,Kenyan Used,765000.0,500k-1M
Mazda Bongo,Mazda,Bongo,Automatic,1500.0,2010,14,Kenyan Used,564999.0,500k-1M
Mercedes Benz Ml350,Mercedes Benz,Ml350,Automatic,3500.0,2007,17,Kenyan Used,1799999.0,1M-2M
Volkswagen Golf Tsi 1.4L,Volkswagen,Golf Tsi 1.4L,Automatic,1400.0,2015,9,Kenyan Used,1649999.0,1M-2M
Mazda Cx-5 2.2D/Sunroof,Mazda,Cx-5 2.2D/Sunroof,Automatic,2200.0,2016,8,Foreign Used,2799999.0,2M-3M
Nissan Primera,Nissan,Primera,Manual,1600.0,2001,23,Kenyan Used,299999.0,0-500k
Toyota Rumion 1.8S,Toyota,Rumion 1.8S,Automatic,1800.0,2010,14,Kenyan Used,919999.0,500k-1M
Toyota Crown 3.5L V6 Hybrid,Toyota,Crown 3.5L V6 Hybrid,Automatic,3500.0,2012,12,Kenyan Used,1649999.0,1M-2M
Ford Ranger 'Wildtrak' 3.2L,Ford,Ranger 'Wildtrak' 3.2L,Automatic,3200.0,2017,7,Foreign Used,5999999.0,5M-10M
Range Rover Velar 2.0L D240,Range Rover,Velar 2.0L D240,Automatic,2000.0,2018,6,Foreign Used,11499999.0,Above 10
Ford Ranger 'Wildtrak' 3.2L,Ford,Ranger 'Wildtrak' 3.2L,Automatic,3200.0,2015,9,Kenyan Used,3599999.0,3M-5M
Subaru Legacy B4 2.5I Limited,Subaru,Legacy B4 2.5I Limited,Automatic,2500.0,2016,8,Foreign Used,2249999.0,2M-3M
Subaru Legacy,Subaru,Legacy,Automatic,2500.0,2012,12,Kenyan Used,1249999.0,1M-2M
Nissan Serena,Nissan,Serena,Automatic,2000.0,2014,10,Kenyan Used,1249999.0,1M-2M
Mercedes Benz E220D /Sunroof,Mercedes Benz,E220D /Sunroof,Automatic,2100.0,2016,8,Foreign Used,5699999.0,5M-10M
Subaru Forester 2.0 Na,Subaru,Forester 2.0 Na,Automatic,2000.0,2016,8,Foreign Used,2849999.0,2M-3M
Land Rover Discovery Iv 'Landmark'/ 3-Zone Sunroof,Land Rover,Discovery Iv 'Landmark'/ 3-Zone Sunroof,Automatic,3000.0,2016,8,Foreign Used,7499999.0,5M-10M
Nissan Datsun 2.7L,Nissan,Datsun 2.7L,Manual,2700.0,1994,30,Kenyan Used,699999.0,500k-1M
Subaru Outback 2.5L/Sunroof,Subaru,Outback 2.5L/Sunroof,Automatic,2500.0,2010,14,Kenyan Used,1089999.0,1M-2M
"Subaru Outback ""L.L. Bean Edition""",Subaru,"Outback ""L.L. Bean Edition""",Automatic,2500.0,2006,18,Kenyan Used,865000.0,500k-1M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2016,8,Kenyan Used,2399999.0,2M-3M
Toyota Axio 1.5L,Toyota,Axio 1.5L,Automatic,1500.0,2016,8,Foreign Used,1799999.0,1M-2M
Bmw X3 M-Sport Xdrive20D  / Panoramic Sunroof,Bmw,X3 M-Sport Xdrive20D  / Panoramic Sunroof,Automatic,2000.0,2016,8,Foreign Used,4649999.0,3M-5M
Audi Q5 2.0T Quattro /Sunroof,Audi,Q5 2.0T Quattro /Sunroof,Automatic,2000.0,2017,7,Foreign Used,4849999.0,3M-5M
Mazda Axela,Mazda,Axela,Automatic,2200.0,2016,8,Foreign Used,2049999.0,2M-3M
Audi Q3,Audi,Q3,Automatic,1400.0,2016,8,Foreign Used,3449999.0,3M-5M
Toyota Auris,Toyota,Auris,Automatic,1200.0,2016,8,Foreign Used,1899999.0,1M-2M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2016,8,Foreign Used,2549999.0,2M-3M
Mercedes Benz Glc 250 4 Matic Amg-Line,Mercedes Benz,Glc 250 4 Matic Amg-Line,Automatic,2000.0,2017,7,Foreign Used,4999999.0,3M-5M
Nissan Dayz,Nissan,Dayz,Automatic,660.0,2016,8,Foreign Used,779999.0,500k-1M
Mazda Demio 1.5L,Mazda,Demio 1.5L,Automatic,1500.0,2016,8,Foreign Used,1349999.0,1M-2M
Toyota Landcruiser Prado Tx,Toyota,Landcruiser Prado Tx,Automatic,2700.0,2012,12,Kenyan Used,2749999.0,2M-3M
Nissan March,Nissan,March,Automatic,1200.0,2012,12,Kenyan Used,369999.0,0-500k
Toyota Harrier/Panoramic Sunroof,Toyota,Harrier/Panoramic Sunroof,Automatic,2000.0,2015,9,Foreign Used,3299999.0,3M-5M
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Foreign Used,1099999.0,1M-2M
Volkswagen Golf Variant 1.2L,Volkswagen,Golf Variant 1.2L,Automatic,1200.0,2016,8,Foreign Used,1999999.0,1M-2M
Audi Sq5 3.0T V6 Quattro/Panoramic Sunroof,Audi,Sq5 3.0T V6 Quattro/Panoramic Sunroof,Automatic,3000.0,2016,8,Kenyan Used,5199999.0,5M-10M
Bmw X3 Xdrive 20D,Bmw,X3 Xdrive 20D,Automatic,2000.0,2016,8,Kenyan Used,4199999.0,3M-5M
Range Rover Sport 3.0L Supercharged V6 / Sunroof,Range Rover,Sport 3.0L Supercharged V6 / Sunroof,Automatic,3000.0,2015,9,Kenyan Used,8499999.0,5M-10M
Mercedes Benz C200,Mercedes Benz,C200,Automatic,1800.0,2012,12,Kenyan Used,2099999.0,2M-3M
Audi A4 2.0L Avant,Audi,A4 2.0L Avant,Automatic,2000.0,2015,9,Kenyan Used,2349999.0,2M-3M
Toyota Esquire / Hybrid,Toyota,Esquire / Hybrid,Automatic,1800.0,2016,8,Foreign Used,2649999.0,2M-3M
Suzuki Alto,Suzuki,Alto,Automatic,660.0,2015,9,Kenyan Used,739999.0,500k-1M
Subaru Outback / Manual Transmission,Subaru,Outback / Manual Transmission,Manual,2500.0,2008,16,Kenyan Used,870000.0,500k-1M
Mitsubishi Outlander/ 7 Seater,Mitsubishi,Outlander/ 7 Seater,Automatic,2400.0,2016,8,Foreign Used,3449999.0,3M-5M
Porsche Cayenne 3.6 V6 'Typ 92A',Porsche,Cayenne 3.6 V6 'Typ 92A',Automatic,3600.0,2016,8,Kenyan Used,6599999.0,5M-10M
Honda Crv Awd,Honda,Crv Awd,Automatic,2400.0,2012,12,Kenyan Used,1849999.0,1M-2M
Toyota Agya 1.0L,Toyota,Agya 1.0L,Automatic,1000.0,2019,5,Kenyan Used,1099999.0,1M-2M
Subaru Forester 2.0 Na,Subaru,Forester 2.0 Na,Automatic,2000.0,2014,10,Kenyan Used,2599999.0,2M-3M
Peugeot 308,Peugeot,308,Automatic,1200.0,2016,8,Foreign Used,2049999.0,2M-3M
Toyota Landcruiser 'Vx' Uzj100 / 7 Seats / Sunroof,Toyota,Landcruiser 'Vx' Uzj100 / 7 Seats / Sunroof,Automatic,4700.0,2000,24,Kenyan Used,2349999.0,2M-3M
Subaru Legacy 2.5L Na,Subaru,Legacy 2.5L Na,Automatic,2500.0,2012,12,Kenyan Used,1299999.0,1M-2M
Nissan Skyline 200Gt-T,Nissan,Skyline 200Gt-T,Automatic,2000.0,2016,8,Foreign Used,2499999.0,2M-3M
Toyota Passo,Toyota,Passo,Automatic,1000.0,2013,11,Kenyan Used,649999.0,500k-1M
Volvo Xc90 T5 Awd / Panoramic Sunroof,Volvo,Xc90 T5 Awd / Panoramic Sunroof,Automatic,2000.0,2017,7,Foreign Used,7199999.0,5M-10M
Toyota Crown Hybrid,Toyota,Crown Hybrid,Automatic,2500.0,2013,11,Kenyan Used,1499999.0,1M-2M
Audi Q7 S-Line 3.0Tdi Quattro/Pano Sunroof/Air Suspension,Audi,Q7 S-Line 3.0Tdi Quattro/Pano Sunroof/Air Suspension,Automatic,3000.0,2007,17,Kenyan Used,1949999.0,1M-2M
Toyota Quest 1.6L,Toyota,Quest 1.6L,Automatic,1600.0,2015,9,Kenyan Used,1149999.0,1M-2M
Toyota Vitz 1.3L,Toyota,Vitz 1.3L,Automatic,1300.0,2011,13,Kenyan Used,629999.0,500k-1M
Nissan Xtrail Hybrid / 7 Seats / Panoramic Sunroof,Nissan,Xtrail Hybrid / 7 Seats / Panoramic Sunroof,Automatic,2000.0,2016,8,Foreign Used,2999999.0,2M-3M
Audi A3 2.0L Fsi,Audi,A3 2.0L Fsi,Automatic,2000.0,2006,18,Kenyan Used,649999.0,500k-1M
Bmw M135I 3.0L 'N55B30'/Stage One Tune,Bmw,M135I 3.0L 'N55B30'/Stage One Tune,Automatic,3000.0,2015,9,Kenyan Used,4149999.0,3M-5M
Volvo Xc60 D4/Sunroof,Volvo,Xc60 D4/Sunroof,Automatic,2000.0,2016,8,Foreign Used,4189999.0,3M-5M
Range Rover Sport 3.0L Supercharged V6,Range Rover,Sport 3.0L Supercharged V6,Automatic,3000.0,2016,8,Foreign Used,9499999.0,5M-10M
Toyota Caldina,Toyota,Caldina,Automatic,2000.0,2007,17,Kenyan Used,719999.0,500k-1M
Mazda Demio 1.3L,Mazda,Demio 1.3L,Manual,1300.0,2010,14,Kenyan Used,565000.0,500k-1M
Toyota Fortuner,Toyota,Fortuner,Manual,2800.0,2016,8,Kenyan Used,5949999.0,5M-10M
"Toyota Landcruiser V8 ""Zx"" /Sunroof",Toyota,"Landcruiser V8 ""Zx"" /Sunroof",Automatic,4600.0,2010,14,Kenyan Used,4699999.0,3M-5M
Mazda Cx-3 1.5D Awd,Mazda,Cx-3 1.5D Awd,Automatic,1500.0,2016,8,Kenyan Used,1729999.0,1M-2M
Toyota Landcruiser Prado Tx Gdj150 / Sunroof,Toyota,Landcruiser Prado Tx Gdj150 / Sunroof,Automatic,2800.0,2017,7,Kenyan Used,7599999.0,5M-10M
Toyota Hilux D Cab,Toyota,Hilux D Cab,Manual,2500.0,2018,6,Kenyan Used,3999999.0,3M-5M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2006,18,Kenyan Used,499999.0,0-500k
Toyota Fielder Hybrid,Toyota,Fielder Hybrid,Automatic,1500.0,2016,8,Foreign Used,1529999.0,1M-2M
Toyota Probox,Toyota,Probox,Automatic,1500.0,2015,9,Kenyan Used,989999.0,500k-1M
Subaru Outback,Subaru,Outback,Automatic,2500.0,2004,20,Kenyan Used,849999.0,500k-1M
Nissan Note Medalist,Nissan,Note Medalist,Automatic,1200.0,2013,11,Kenyan Used,859999.0,500k-1M
Toyota Toyoace 3.0L,Toyota,Toyoace 3.0L,Manual,3000.0,2001,23,Kenyan Used,749999.0,500k-1M
Volkswagen Golf Tsi 1.4L Variant,Volkswagen,Golf Tsi 1.4L Variant,Automatic,1400.0,2015,9,Kenyan Used,1779999.0,1M-2M
Subaru Impreza G4,Subaru,Impreza G4,Automatic,2000.0,2015,9,Foreign Used,1999999.0,1M-2M
Nissan Xtrail /Hybrid,Nissan,Xtrail /Hybrid,Automatic,2000.0,2016,8,Foreign Used,2589999.0,2M-3M
Land Rover Discovery Iv 'Landmark'/ 3-Zone Sunroof,Land Rover,Discovery Iv 'Landmark'/ 3-Zone Sunroof,Automatic,3000.0,2016,8,Kenyan Used,7299999.0,5M-10M
Mitsubishi Ek Wagon,Mitsubishi,Ek Wagon,Automatic,660.0,2015,9,Kenyan Used,819999.0,500k-1M
Toyota Hiace 2.7L,Toyota,Hiace 2.7L,Automatic,2700.0,2010,14,Kenyan Used,1249999.0,1M-2M
"Mercedes Benz C200 ""W205""",Mercedes Benz,"C200 ""W205""",Automatic,2000.0,2016,8,Foreign Used,3999999.0,3M-5M
Mercedes Benz E300/Sunroof,Mercedes Benz,E300/Sunroof,Automatic,3000.0,2010,14,Kenyan Used,2249999.0,2M-3M
Mitsubishi Galant Fortis Sportback,Mitsubishi,Galant Fortis Sportback,Automatic,2000.0,2014,10,Kenyan Used,1469999.0,1M-2M
Bmw 235I/Stage Ii Tune,Bmw,235I/Stage Ii Tune,Automatic,3000.0,2014,10,Kenyan Used,3649999.0,3M-5M
Suzuki Wagon R,Suzuki,Wagon R,Automatic,660.0,2016,8,Foreign Used,879999.0,500k-1M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2015,9,Kenyan Used,2049999.0,2M-3M
"Mitsubishi Asx "" Also Rvr""",Mitsubishi,"Asx "" Also Rvr""",Automatic,2000.0,2018,6,Kenyan Used,1669999.0,1M-2M
Bmw 525I,Bmw,525I,Automatic,2500.0,2005,19,Kenyan Used,1399999.0,1M-2M
Mercedes Benz Gle 450H 4Matic,Mercedes Benz,Gle 450H 4Matic,Automatic,3000.0,2019,5,Foreign Used,14999999.0,Above 10
Porsche Macan S,Porsche,Macan S,Automatic,3000.0,2017,7,Foreign Used,5899999.0,5M-10M
Audi A4 2.0L S-Line,Audi,A4 2.0L S-Line,Automatic,2000.0,2016,8,Foreign Used,2749999.0,2M-3M
Mazda Demio,Mazda,Demio,Automatic,1300.0,2012,12,Kenyan Used,729999.0,500k-1M
Nissan Note Nismo S,Nissan,Note Nismo S,Manual,1600.0,2015,9,Foreign Used,1449999.0,1M-2M
Toyota Vitz Rs 1.5L,Toyota,Vitz Rs 1.5L,Automatic,1500.0,2008,16,Kenyan Used,679999.0,500k-1M
Mercedes Benz Glc 250 4 Matic,Mercedes Benz,Glc 250 4 Matic,Automatic,2000.0,2016,8,Foreign Used,5799999.0,5M-10M
Toyota Landcruiser Prado Tx/Sunroof,Toyota,Landcruiser Prado Tx/Sunroof,Automatic,2700.0,2015,9,Kenyan Used,3949999.0,3M-5M
Toyota Vanguard,Toyota,Vanguard,Automatic,2400.0,2012,12,Kenyan Used,1899999.0,1M-2M
Subaru Levorg,Subaru,Levorg,Automatic,1600.0,2016,8,Kenyan Used,1899999.0,1M-2M
Mercedes Benz C200/Sunroof,Mercedes Benz,C200/Sunroof,Automatic,2000.0,2016,8,Foreign Used,4599999.0,3M-5M
Toyota Hilux D Cab,Toyota,Hilux D Cab,Manual,2500.0,2010,14,Kenyan Used,2099999.0,2M-3M
Lexus Gs350,Lexus,Gs350,Automatic,3500.0,2010,14,Kenyan Used,1299999.0,1M-2M
Faw Fighter,Faw,Fighter,Automatic,3200.0,2014,10,Kenyan Used,1549999.0,1M-2M
Porsche Cayenne 3.6 V6,Porsche,Cayenne 3.6 V6,Automatic,3600.0,2012,12,Kenyan Used,3799999.0,3M-5M
Toyota Porte,Toyota,Porte,Automatic,1300.0,2016,8,Foreign Used,1099999.0,1M-2M
Toyota Harrier,Toyota,Harrier,Automatic,2400.0,2007,17,Kenyan Used,1369999.0,1M-2M
Volkswagen Touareg 3.6 V6,Volkswagen,Touareg 3.6 V6,Automatic,3600.0,2008,16,Kenyan Used,1919999.0,1M-2M
Mazda Cx-5 2.2D Awd,Mazda,Cx-5 2.2D Awd,Automatic,2200.0,2015,9,Kenyan Used,1999999.0,1M-2M
Toyota Allion 1.8L,Toyota,Allion 1.8L,Automatic,1800.0,2007,17,Kenyan Used,629999.0,500k-1M
"Audi A6 2.0L Tfsi  ""C7.5""",Audi,"A6 2.0L Tfsi  ""C7.5""",Automatic,2000.0,2015,9,Kenyan Used,3249999.0,3M-5M
Mazda Axela,Mazda,Axela,Automatic,1500.0,2015,9,Kenyan Used,1849999.0,1M-2M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2016,8,Foreign Used,2599999.0,2M-3M
Subaru Impreza G4,Subaru,Impreza G4,Automatic,2000.0,2014,10,Kenyan Used,1449999.0,1M-2M
Lexus Rx300,Lexus,Rx300,Automatic,3000.0,2004,20,Kenyan Used,919999.0,500k-1M
Honda Fit Hybrid,Honda,Fit Hybrid,Automatic,1500.0,2016,8,Foreign Used,1489999.0,1M-2M
Chevrolet Aveo,Chevrolet,Aveo,Automatic,1200.0,2002,22,Kenyan Used,489999.0,0-500k
"Porsche Cayenne Gts ""Type 92A""",Porsche,"Cayenne Gts ""Type 92A""",Automatic,3600.0,2015,9,Foreign Used,8899999.0,5M-10M
Toyota Harrier,Toyota,Harrier,Automatic,2000.0,2015,9,Kenyan Used,3199999.0,3M-5M
Volkswagen Polo Gti,Volkswagen,Polo Gti,Automatic,1800.0,2016,8,Foreign Used,2549999.0,2M-3M
Mazda Atenza 2.2D,Mazda,Atenza 2.2D,Automatic,2200.0,2016,8,Foreign Used,2449999.0,2M-3M
Nissan Xtrail Hybrid,Nissan,Xtrail Hybrid,Automatic,2000.0,2016,8,Foreign Used,2599999.0,2M-3M
Mitsubishi Pajero,Mitsubishi,Pajero,Automatic,3000.0,2009,15,Kenyan Used,1749999.0,1M-2M
Toyota Sai Hybrid,Toyota,Sai Hybrid,Automatic,2400.0,2015,9,Kenyan Used,1149999.0,1M-2M
Toyota Axio,Toyota,Axio,Automatic,1500.0,2016,8,Kenyan Used,1649999.0,1M-2M
Nissan Teana,Nissan,Teana,Automatic,2300.0,2006,18,Kenyan Used,599999.0,500k-1M
Volkswagen Jetta Gti,Volkswagen,Jetta Gti,Automatic,2000.0,2008,16,Kenyan Used,699999.0,500k-1M
Toyota Esquire,Toyota,Esquire,Automatic,2000.0,2016,8,Foreign Used,2549999.0,2M-3M
"Bmw 523I 2.0L N20B20 ""F10""",Bmw,"523I 2.0L N20B20 ""F10""",Automatic,2000.0,2011,13,Kenyan Used,1999999.0,1M-2M
"Bmw 320I Touring 2.0L N46Nb20 ""E91""",Bmw,"320I Touring 2.0L N46Nb20 ""E91""",Automatic,2000.0,2010,14,Kenyan Used,1149999.0,1M-2M
Mitsubishi Canter Fe 84,Mitsubishi,Canter Fe 84,Automatic,4200.0,2016,8,Kenyan Used,2499999.0,2M-3M
Toyota Vanguard,Toyota,Vanguard,Automatic,2400.0,2013,11,Kenyan Used,1749999.0,1M-2M
Alfa Romeo Giulietta Sportiva,Alfa,Romeo Giulietta Sportiva,Automatic,1400.0,2016,8,Foreign Used,1799999.0,1M-2M
Subaru Legacy 2.0L,Subaru,Legacy 2.0L,Automatic,2000.0,2005,19,Kenyan Used,899999.0,500k-1M
Subaru Outback,Subaru,Outback,Automatic,2500.0,2010,14,Kenyan Used,1349999.0,1M-2M
Audi Q5 2.0T S-Line Quattro,Audi,Q5 2.0T S-Line Quattro,Automatic,2000.0,2014,10,Kenyan Used,3399999.0,3M-5M
Toyota Avensis,Toyota,Avensis,Automatic,1800.0,2015,9,Foreign Used,1799999.0,1M-2M
Subaru Outback 2.5L,Subaru,Outback 2.5L,Automatic,2500.0,2015,9,Foreign Used,2699999.0,2M-3M
Daihatsu Mira,Daihatsu,Mira,Automatic,660.0,2016,8,Foreign Used,839999.0,500k-1M
Subaru Wrx S4,Subaru,Wrx S4,Automatic,2000.0,2015,9,Kenyan Used,2199999.0,2M-3M
Toyota Allion 1.8L,Toyota,Allion 1.8L,Automatic,1800.0,2013,11,Kenyan Used,1599999.0,1M-2M
"Renault Lutecia Rs ""Iv"" Trophy",Renault,"Lutecia Rs ""Iv"" Trophy",Automatic,1600.0,2016,8,Foreign Used,1699999.0,1M-2M
Isuzu Dmax D Cab 2.5D,Isuzu,Dmax D Cab 2.5D,Automatic,2500.0,2020,4,Kenyan Used,4249999.0,3M-5M
Toyota Landcruiser Prado Tx,Toyota,Landcruiser Prado Tx,Automatic,2700.0,2019,5,Kenyan Used,6299999.0,5M-10M
"Toyota Hiace ""1Kd"" 3.0L",Toyota,"Hiace ""1Kd"" 3.0L",Automatic,3000.0,2010,14,Kenyan Used,1599999.0,1M-2M
"Audi A4 Allroad ""B8""",Audi,"A4 Allroad ""B8""",Automatic,2000.0,2015,9,Kenyan Used,3449999.0,3M-5M
Volkswagen Sharan Typ 7N,Volkswagen,Sharan Typ 7N,Automatic,1400.0,2015,9,Kenyan Used,1799999.0,1M-2M
Subaru Outback 2.5L/Sunroof,Subaru,Outback 2.5L/Sunroof,Automatic,2500.0,2016,8,Foreign Used,3399999.0,3M-5M
Nissan Sunny Truck B120,Nissan,Sunny Truck B120,Manual,1500.0,1995,29,Kenyan Used,219999.0,0-500k
"Toyota Landcruiser Prado J120 ""1Kd""/Sunroof",Toyota,"Landcruiser Prado J120 ""1Kd""/Sunroof",Automatic,3000.0,2007,17,Kenyan Used,1999999.0,1M-2M
Mazda Cx-5 2.5L,Mazda,Cx-5 2.5L,Automatic,2500.0,2016,8,Foreign Used,3249999.0,3M-5M
Mitsubishi Galant Fortis,Mitsubishi,Galant Fortis,Automatic,2000.0,2008,16,Kenyan Used,999999.0,500k-1M
Nissan Juke,Nissan,Juke,Automatic,1500.0,2015,9,Kenyan Used,1349999.0,1M-2M
Toyota Hiace,Toyota,Hiace,Automatic,2700.0,2014,10,Kenyan Used,2399999.0,2M-3M
Toyota Isis,Toyota,Isis,Automatic,1800.0,2012,12,Kenyan Used,879999.0,500k-1M
Volkswagen Touareg 3.6 Fsi,Volkswagen,Touareg 3.6 Fsi,Automatic,3600.0,2012,12,Kenyan Used,2749999.0,2M-3M
Nissan Sunny B15,Nissan,Sunny B15,Automatic,1500.0,2004,20,Kenyan Used,349999.0,0-500k
Mazda Cx-5 2.2D Awd,Mazda,Cx-5 2.2D Awd,Automatic,2200.0,2014,10,Kenyan Used,2399999.0,2M-3M
Mitsubishi Outlander,Mitsubishi,Outlander,Automatic,2400.0,2010,14,Kenyan Used,1549999.0,1M-2M
Peugeot Boxer Van,Peugeot,Boxer Van,Manual,2200.0,2015,9,Kenyan Used,2499999.0,2M-3M
Hino Dutro 4.0L/Refrigerated,Hino,Dutro 4.0L/Refrigerated,Manual,4000.0,2014,10,Kenyan Used,2749999.0,2M-3M
Range Rover Sport 3.0 Sdv6 Hse,Range Rover,Sport 3.0 Sdv6 Hse,Automatic,3000.0,2017,7,Foreign Used,8999999.0,5M-10M
Nissan Juke,Nissan,Juke,Automatic,1500.0,2016,8,Foreign Used,1649999.0,1M-2M
Subaru Forester 2.0 Na,Subaru,Forester 2.0 Na,Automatic,2000.0,2016,8,Foreign Used,3299999.0,3M-5M
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Kenyan Used,1149999.0,1M-2M
"Audi A6 2.0L Tfsi Quattro ""C7.5""",Audi,"A6 2.0L Tfsi Quattro ""C7.5""",Automatic,2000.0,2016,8,Foreign Used,3749999.0,3M-5M
Subaru Forester,Subaru,Forester,Automatic,2000.0,2016,8,Foreign Used,3299999.0,3M-5M
Toyota Ractis,Toyota,Ractis,Automatic,1500.0,2008,16,Kenyan Used,849999.0,500k-1M
Toyota Harrier,Toyota,Harrier,Automatic,2000.0,2014,10,Kenyan Used,2899999.0,2M-3M
Subaru Legacy,Subaru,Legacy,Automatic,2500.0,2009,15,Kenyan Used,1169999.0,1M-2M
Mercedes Benz E250,Mercedes Benz,E250,Automatic,2000.0,2014,10,Kenyan Used,3099999.0,3M-5M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2016,8,Foreign Used,2499999.0,2M-3M
Toyota Allion 1.8L,Toyota,Allion 1.8L,Automatic,1800.0,2007,17,Kenyan Used,749999.0,500k-1M
Daihatsu Mira,Daihatsu,Mira,Automatic,660.0,2016,8,Foreign Used,890000.0,500k-1M
"Volvo Xc60 T5 ""Inscription"" Awd",Volvo,"Xc60 T5 ""Inscription"" Awd",Automatic,2000.0,2018,6,Foreign Used,5649999.0,5M-10M
Toyota Hilux D Cab,Toyota,Hilux D Cab,Automatic,3000.0,2008,16,Kenyan Used,2049999.0,2M-3M
Ford Ranger 3.2L(Raptor Kitted),Ford,Ranger 3.2L(Raptor Kitted),Automatic,3200.0,2019,5,Foreign Used,7799999.0,5M-10M
Land Rover Defender 110,Land Rover,Defender 110,Manual,2500.0,2010,14,Kenyan Used,4199999.0,3M-5M
"Audi Q5 2.0T Quattro ""Typ 80A""",Audi,"Q5 2.0T Quattro ""Typ 80A""",Automatic,2000.0,2017,7,Foreign Used,5349999.0,5M-10M
Toyota Succeed,Toyota,Succeed,Automatic,1500.0,2016,8,Foreign Used,1349999.0,1M-2M
Mazda Demio,Mazda,Demio,Automatic,1300.0,2016,8,Foreign Used,1349999.0,1M-2M
Audi A6 2.0L Tfsi,Audi,A6 2.0L Tfsi,Automatic,2000.0,2012,12,Kenyan Used,2049999.0,2M-3M
Peugeot 2008,Peugeot,2008,Automatic,1200.0,2017,7,Foreign Used,1879999.0,1M-2M
Subaru Impreza Awd,Subaru,Impreza Awd,Automatic,1600.0,2016,8,Kenyan Used,1779999.0,1M-2M
Peugeot 308,Peugeot,308,Automatic,1200.0,2016,8,Foreign Used,1849999.0,1M-2M
Honda Fit Hybrid,Honda,Fit Hybrid,Automatic,1500.0,2016,8,Foreign Used,1569999.0,1M-2M
Mitsubishi Fuso F1,Mitsubishi,Fuso F1,Automatic,4000.0,2018,6,Kenyan Used,3899999.0,3M-5M
Peugeot 208,Peugeot,208,Automatic,1200.0,2017,7,Foreign Used,1299999.0,1M-2M
Audi Q5,Audi,Q5,Automatic,2000.0,2016,8,Foreign Used,4399999.0,3M-5M
Audi Q7 3.0Tdi,Audi,Q7 3.0Tdi,Automatic,3000.0,2007,17,Kenyan Used,1799999.0,1M-2M
Isuzu Nqr 5.0L,Isuzu,Nqr 5.0L,Manual,5000.0,2020,4,Kenyan Used,3849999.0,3M-5M
Suzuki Solio,Suzuki,Solio,Automatic,1242.0,2011,13,Kenyan Used,619999.0,500k-1M
Volkswagen Passat Tsi,Volkswagen,Passat Tsi,Automatic,2000.0,2016,8,Foreign Used,2499999.0,2M-3M
"Toyota Fielder ""S""",Toyota,"Fielder ""S""",Automatic,1800.0,2016,8,Foreign Used,2149999.0,2M-3M
Mitsubishi Galant Fortis Sportback  2.0 Ralliart,Mitsubishi,Galant Fortis Sportback  2.0 Ralliart,Automatic,2000.0,2014,10,Kenyan Used,1449999.0,1M-2M
Mercedes Benz Glc 250 4 Matic,Mercedes Benz,Glc 250 4 Matic,Automatic,2000.0,2016,8,Foreign Used,5999999.0,5M-10M
